n,SMILE,class
77,COc1ccc(Cn2cc(C(=O)NCCCCCCCCN=c3c4c([nH]c5cc(Cl)ccc35)CCCC4)c(=O)c3ccccc32)cc1,1.0
78,COc1ccc(NC(=S)NN=c2c3c([nH]c4ccccc24)CCCC3)cc1,1.0
79,COc1ccc2c(ccc[n+]2C)c1,0.0
80,N#Cc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,1.0
81,BrCC1CN=C(N=c2cccc[nH]2)S1,0.0
82,COc1cc2c(cc1OC)C(c1ccccc1)N(CCCCc1ccc(O)c(C=NO)n1)CC2,0.0
83,O=C(NN=Cc1ccc(Br)cc1)N1CCN(c2ccccn2)CC1,1.0
84,c1ccc2c(c1)CN1CCCCCCCC1=N2,0.0
85,O=C(NCCCCCCCN=c1c2c([nH]c3ccccc13)CCCCC2)c1cc2ccccc2o1,1.0
86,O=C(NCCCCCCN=c1c2c([nH]c3ccccc13)CCCC2)c1cc2c([nH]c3ccccc32)c(-c2ccc(F)cc2)n1,1.0
87,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)cc(-c4ccccc4)oc3c2)c1,1.0
88,CCN(CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(CC)Cc1ccccc1C(F)(F)F)Cc1ccccc1C(F)(F)F,0.0
89,CC(=O)c1cc[n+](CC=CC[n+]2ccc(C(C)=O)cc2)cc1,0.0
90,C=CC[N+](C)(C)c1ccc(O)cc1,0.0
91,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccc(F)cc2)CN(C)C12C(=O)Nc1ccccc12,0.0
92,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)CCNC2N3C)cc1,1.0
93,CN(C)c1ccc(C=Cc2cc(N3CCN(CCO)CC3)c3ccccc3[n+]2C)cc1,0.0
94,Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2Cc1ccccc1,1.0
95,COc1ccc2[nH]c3c(c(=NCCCCCCCNC(=S)NC45CC6CC(CC(C6)C4)C5)c2c1)CCCC3,0.0
96,COc1cccc2cc[n+](-c3cccc(F)c3)cc12,0.0
97,CCC1=CC2Cc3[nH]c4cccc(Cl)c4c(=N)c3C(C1)C2,1.0
98,O=C(O)c1cccc2nc3ccccc3nc12,0.0
99,CCC1=CC2Cc3[nH]c4cc(Cl)ccc4c(=NCCn4cc(CCCCCCN5CCc6cc(OC)c(OC)cc6C5c5cccc([N+](=O)[O-])c5)nn4)c3C(C1)C2,1.0
100,c1ccc2c[n+](CCC[n+]3ccc4ccccc4c3)ccc2c1,0.0
101,COc1cc2[nH]c3c(c(=N)c2cc1OC)CCCC3,0.0
102,Cc1ccc2[nH]c3c(c2c1)CN(CCCCCCN1CCc2[nH]c4ccc(C)cc4c2C1)CC3,1.0
103,CN(Cc1ccccc1)Cc1ccc(COc2ccc3ccc(=O)[nH]c3c2)cc1,0.0
104,CC(C)C1=NC2CCC34CC35C(=O)CC3(C)C(C(C)N(C)Cc6ccccc6C(F)(F)F)C(O)CC3(C)C5CCC4C2(C)CS1,1.0
105,CCN(CC)CCCCCCOc1ccc2c(c1)C(=O)C(=Cc1ccc(CN(C)Cc3ccccc3)cc1)C2,1.0
106,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)cc3)CC2)nc1-c1ccccc1,1.0
107,COc1cc2[se]n(-c3ccc(CCN4CCCC4)cc3)c(=O)c2cc1OC,0.0
108,CC(=O)N1CCN(c2nc(=NC(c3ccccc3)c3ccccc3)cc[nH]2)CC1,0.0
109,CC[n+]1ccc(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)cc1,1.0
110,O=C1c2ccccc2C(=O)N1CCCCCNCc1ccccc1F,1.0
111,CNC(=O)Oc1cccc2c1SCC1CCN(C)C21,1.0
112,O=C(NC1CCN(Cc2ccccc2)CC1)c1cc(=O)c2cc(O)ccc2o1,0.0
113,CC(C)(C)c1cccc(C(=O)CF)c1,1.0
114,CCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(CC)C1C2,1.0
115,CCN(CCC(=O)NCCCN=c1c2c([nH]c3ccccc13)CCCC2)C1CCCCC1,1.0
116,COc1ccc2[nH]cc(CCCN3CCN(C(=O)CN4CCN(C(=O)c5cccc(F)c5)CC4)CC3)c2c1,0.0
117,CN(CCCOc1ccc2c3c(c(=O)oc2c1)CCCC3)Cc1ccccc1,0.0
118,Brc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1,1.0
119,O=c1c2ccccc2[se]n1CCCCCCN=c1c2c([nH]c3ccccc13)CCCC2,1.0
120,CCN(C)C(=O)Oc1ccc(C=CC(=O)N2CCc3ccccc3C2)cc1,0.0
121,CCCC[N+]1(C)CCN(c2ccc(C=C3Cc4cc(OC)c(OC)cc4C3=O)cc2)CC1,1.0
122,COc1ccc(CCN=c2c3c([nH]c4ccc(Cl)cc24)CCCC3)cc1OC,0.0
123,CCN(CC)c1ccc(C=Cc2cc(N3CCN(CCO)CC3)c3ccccc3[n+]2C)c(OC)c1,0.0
124,COc1cc2[se]n(CCCCCCN=c3c4c([nH]c5ccccc35)CCCC4)c(=O)c2cc1OC,1.0
125,CCCCCCCCc1noc(C(=NO)SCCN(CC)CC)n1,1.0
126,CC(=O)C1=CN(Cc2ccccc2C)C=CC1CC1Cc2cc3c(cc2C1=O)OCO3,0.0
127,CCNC(=O)Oc1cccc2c1OCC1CCN(C)C21,1.0
128,Cc1ccc(-c2[nH]c(=NCC3CCN(Cc4ccc(F)cc4)CC3)sc2-c2ccc(C)cc2)cc1,1.0
129,CN(C)C(=O)Oc1ccc[n+](C)c1,0.0
130,CC[N+](C)(CCCCCCOCCCCCCCCOCCCCCC[N+](C)(CC)Cc1ccccc1OC)Cc1ccccc1OC,1.0
131,O=C(CCCCCCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2)NCCc1c[nH]c2ccccc12,1.0
132,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)OC(=Cc2cc(OC)c(OC)c(OC)c2)C3=O)c1,1.0
133,C#CCNCCc1cccc(OC(=O)N(C)CCC)c1,0.0
134,COc1cc2c(cc1OC)C(=O)C(=Cc1ccc(CN(C)C)c(O)c1)O2,0.0
135,CCCCCCCNC(=O)Oc1ccc(-n2cc(COc3ccc4ccc(=O)oc4c3)nn2)cc1,0.0
136,O=C(N=c1cc(COCc2cn(CCN=c3c4c([nH]c5ccccc35)CCCC4)nn2)cc[nH]1)Nc1cccc2c1C1CCCCN1C2=O,1.0
137,O=[N+]([O-])c1ccc(-n2cc(COc3ccc(C=NN=c4c5c([nH]c6ccccc46)CCCC5)cc3)nn2)cc1,0.0
138,O=C(NCCCCCCCCCCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2)c1cc(=O)c2c(O)cc(O)cc2o1,1.0
139,Oc1cc(O)cc(CCc2ccc(N=c3c4c([nH]c5cc(Cl)ccc35)CCCC4)cc2)c1,0.0
140,CCN(CC)CCOC(=O)C=Cc1ccc2oc(C(=O)Nc3ccc(Cl)cc3)cc(=O)c2c1,1.0
141,CC(C)c1ccc(NC(=O)OCC2CCCN(Cc3ccccc3)C2)cc1,0.0
142,O=C1c2ccccc2C(=O)N1CCCCCNCc1ccc(F)cc1,1.0
143,CCN(C)C(=O)Oc1cccc2c1C(N)CC2,0.0
144,C=CCn1c2nc(=O)[nH]c(=O)c-2nc2ccccc21,0.0
145,CNC(=O)c1c[n+](Cc2ccccc2C)ccc1CC1CCc2cc(OC)ccc2C1=O,0.0
146,COc1ccc(C(=O)N2c3ccccc3[Se]c3ccccc32)cc1OC,0.0
147,COc1cccc2c(=O)cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)[nH]c12,0.0
148,c1ccc2c(=NCCCCC[Se]CCCCCN=c3c4c([nH]c5ccccc35)CCCC4)c3c([nH]c2c1)CCCC3,1.0
149,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)c(F)c3)CC2)nc1-c1ccccc1,1.0
150,CCN1CCC2c3cc(OC(=O)NC)ccc3CC21,1.0
151,COc1ccc(F)c[n+]1C,0.0
152,O=C1c2ccccc2C(=O)N1CCCCCCCCNCc1ccc(F)cc1F,1.0
153,CCN(CC)c1ccc(-c2c3ccccc3[n+](C)c3ccccc23)cc1,0.0
154,COc1ccc2[nH]cc(CCNC(=O)CC3CCN(Cc4cccc(C)c4)CC3)c2c1,0.0
155,CCOC(=O)C1C(C)=Nc2[nH]c3c(c(=N)c2C1c1ccccc1OC)CCCC3,1.0
156,COc1cccc2cc[n+](-c3c(F)cccc3F)cc12,0.0
157,CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCN2CCOCC2)c1,1.0
158,C#CCN(C)Cc1ccc(C(=O)c2ccc(OC)c(OC)c2)cc1,0.0
159,Cc1cc2ccc(OCc3ccc(CN(C)Cc4ccccc4)cc3)cc2oc1=O,1.0
160,CN(C)Cc1ccc(CSCCNc2cc(NCc3cccnc3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,1.0
161,N#Cc1cc[n+](CC=CC[n+]2ccc(C#N)cc2)cc1,0.0
162,Cc1cc(-c2c3ccccc3[n+](C)c3ccccc23)cc(C)c1O,0.0
163,O=c1oc2cc(OCCCN3CCN(Cc4ccccc4)CC3)ccc2c2ccccc12,1.0
164,CCN(CCC=Nc1cc(O)c(NCCCNC(=O)CCCCC2CCSS2)cc1O)Cc1ccccc1OC,1.0
165,COc1cc(C(C)N(C)C)c2c(c1)oc(=O)c1ccccc12,0.0
166,O=C(Nc1ccccc1)OC1CCN(C2Cc3ccccc3C2)CC1,0.0
167,CN(CCCOc1ccc2cc(-c3ccccc3)c(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,1.0
168,Clc1ccc2c(=NCCCNCCCCCCOc3cccc4[nH]c5ccccc5c34)c3c([nH]c2c1)CCCC3,1.0
169,CC1CCCC(C)N1S(=O)(=O)c1ccccc1[N+](=O)[O-],1.0
170,COc1cc(CCC(=O)N=CC(=O)Nc2cccc(C#N)c2)ccc1O,0.0
171,COc1ccc2cc(C(=O)NC(CCC(=O)NCCC3CCN(Cc4ccccc4)CC3)C(=O)O)ccc2c1,0.0
172,Oc1ccc(CCOCCCCCN=c2c3c([nH]c4ccccc24)CCCC3)cc1O,1.0
173,CCCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C1C2,0.0
174,CN1Cc2cc(O)ccc2N(C)C1c1cccc(Cl)c1,0.0
175,CN(C)C(=O)Oc1cccc(CCN)c1,1.0
176,COc1cc(CNCCCCCC=Nc2cc(O)c(NCCCCCCNCc3ccc(O)c(OC)c3)cc2O)ccc1O,1.0
177,O=C(N=c1cc[nH]cc1Br)OCCCCCNCc1ccccc1,0.0
178,COc1ccc2c(c1)CCC(CC1C=CN(Cc3ccc(C)cc3)C=C1C(C)=O)C2=O,0.0
179,CCCCN(C)Cc1cc(N)ccc1O,0.0
180,O=c1oc2cc(OCCCN3CCC(Cc4ccccc4)CC3)ccc2c2ccccc12,0.0
181,C1=Nc2sc3c(c2C2=NCCCN12)CCN(Cc1ccccc1)C3,0.0
182,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccc(F)cc2)CN(C)C12C(=O)Nc1ccc(Cl)cc12,0.0
183,C[n+]1c(C=Cc2ccc(O)cc2)ccc2ccccc21,0.0
184,CN(C)Cc1ccc(CSCCNc2cc(NCCSCc3ccc(CN(C)C)o3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,1.0
185,O=c1ccoc2ccc(OCCCCCN3CCCC3)cc12,0.0
186,COc1cc(C2CC(=O)c3c(cc(O)c(CC=C(C)CCC=C(C)C)c3O)O2)cc(OC)c1O,0.0
187,CN(C)Cc1ccc(CSCCNC(=O)CSCc2ccc(CN(C)C)o2)o1,0.0
188,O=C1C(=Cc2ccc[nH]2)CN(Cc2ccccc2)CC1=Cc1ccc[nH]1,0.0
189,COc1cc2c(cc1O)CCC(C)(CCC(=O)NCCCCCCCCN=c1c3c([nH]c4cc(Cl)ccc14)CCCC3)O2,1.0
190,CCN(CC)Cc1ccc(C(=O)c2c(-c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3)oc3ccccc23)cc1,0.0
191,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,1.0
192,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,0.0
193,CCN(Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(O)cc2)cc1,0.0
194,CN(C)CCOC(=O)C=Cc1ccc2occ(C(=O)Nc3ccc(Cl)cc3)c(=O)c2c1,0.0
195,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(N)c(Cl)c3)CC2)nc1-c1ccc(OC)cc1,1.0
196,CN1CCN(c2nc(=NCc3cccc4ccccc34)cc[nH]2)CC1,0.0
197,Cc1cc(C=NO)c(O)c(CNc2ccc(N3CCOCC3=O)cc2)c1,0.0
198,c1ccc2c(=NCCCCCCN3CCOCC3)c3c([nH]c2c1)CCCC3,1.0
199,COc1cc2c(cc1OC)C(NC(=O)CN1CCN(Cc3ccccc3)CC1)c1cnn(-c3ccccc3)c1-2,0.0
200,COc1cccc2c1C=[N+](c1c(F)cccc1F)CC2,0.0
201,O=C(CCC1CCN(Cc2ccc([N+](=O)[O-])cc2)CC1)c1cc2c3c(ccn3C(=O)CC2)c1,1.0
202,CC(C)C1=NC2CCC34CC35C(=O)CC3(C)C(C(C)N(C)C)C(O)CC3(C)C5CCC4C2(C)CC1,1.0
203,CN(C)C(C=NO)=NCc1ccccc1,0.0
204,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,1.0
205,COc1cc2cc(NC(=O)CCCNCc3ccccc3)c(=O)oc2cc1OC,1.0
206,O=c1c2ccccc2[se]n1-c1ccc(CN2CCCCC2)cc1,0.0
207,COc1cc(N)ccc1C(=O)CCC1CCN(CC2CCCCC2)CC1,1.0
208,COc1ccc2[nH]cc(CCCN3CCN(C(=O)CN4CCN(C(=O)c5ccc(Br)cc5)CC4)CC3)c2c1,0.0
209,N#Cc1cc2c(cn1)[nH]c1ncc(-c3ccc(CN4CCC(O)CC4)cc3)cc12,1.0
210,COc1ccc2[nH]cc(CCNC(=O)CCCCCCN=c3c4c([nH]c5cc(Cl)cc(Cl)c35)CCCC4)c2c1,1.0
211,CC1CCN(c2nc(=NC(c3ccccc3)c3ccccc3)cc[nH]2)CC1,0.0
212,CCCCCCCCCCCCNCC(=O)Nc1ccc2nc3n(c(=O)c2c1)CCC3,1.0
213,O=C(c1cccc2ccccc12)n1nc(OCCCN2CCCC2)c2ccccc21,0.0
214,CN(Cc1ccccc1)Cc1ccc(C(=O)c2ccc(OCCCCCN3CCCCC3)cc2)cc1,1.0
215,CCN=c1[nH]c(=NCc2ccccc2)c2ccccc2[nH]1,0.0
216,Cc1cccc(C[n+]2ccc(C(=O)NCCc3c[nH]c4ccccc34)cc2)c1,0.0
217,C=C(C)C(O)CCC1(C)C(CC=C(C)C)CC2(CC=C(C)C)C(=O)C1(C(=O)C(C)C)C(=O)C1=C2OC(C(C)(C)O)C1,0.0
218,CC=C1C2C=C(C)CC1(N=CC(C)=Cc1ccccc1)c1ccc(=O)[nH]c1C2,1.0
219,COc1ccc(C=NNC(=O)CN2CCN(Cc3ccccc3)CC2)cc1,0.0
220,C#CCNC1CCc2cccc(OC(=O)N(C)CCC)c21,0.0
221,COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,0.0
222,COc1cc(CNC(=O)CCCCCN=c2c3c([nH]c4cc(Cl)ccc24)CC2C=C(C)CC3C2)ccc1O,1.0
223,O=C1CC(c2ccc(OCCCCN3CCc4ccccc4C3)cc2)Oc2cc(OCCCCN3CCc4ccccc4C3)cc(O)c21,0.0
224,COc1cc2c(cc1OC)C(NC(=O)CN1CCN(Cc3ccccc3)CC1)c1cnn(C)c1-2,0.0
225,Cc1ccccc1NC(=O)Oc1ccc2c(c1)C1(C)CC[N+](C)([O-])C1N2C,1.0
226,Cc1nc2ccccn2c(=O)c1CCN1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.0
227,N=c1c2c([nH]c3c1cc(-c1ccccc1)n3-c1ccccc1)CCCC2,0.0
228,C#CCNCCc1cccc(OC(=O)N(C)C)c1,1.0
229,CC[N+](CC)(CC)CCOc1cc(OCC[N+](CC)(CC)CC)cc(C(=O)NCCCCCC(=O)NN=c2c3c([nH]c4ccccc24)CCCC3)c1,1.0
230,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)c(OC)c3)CC2)nc1-c1ccc(OC)c(OC)c1,1.0
231,COc1cc2c(cc1OC)-c1cc(OCCN3CCCCC3)nc(=O)n1CC2,0.0
232,COc1cc2[se]n(-c3ccc(CN(C)Cc4ccccc4)cc3)c(=O)c2cc1OC,0.0
233,N=c1c2c([nH]c3c1C(c1ccccc1)NC(=S)N3)CCCC2,0.0
234,COc1ccc(-c2cc3c(c(=O)o2)CC2(O)C(C)(CCC4(O)C(C)(C)C=CC(=O)C42C)O3)cc1OC,1.0
235,O=S(=O)(c1ccccc1)n1ccc2c(N3CCN(CCCCCN=c4c5c([nH]c6ccccc46)CCCC5)CC3)cccc21,1.0
236,Cc1cc2c(cc1CN1CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC1)OCO2,0.0
237,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccccc2Cl)CN(C)C12C(=O)Nc1ccc([N+](=O)[O-])cc12,0.0
238,CN(C)Cc1ccc(CSCc2ccc(CSCc3ccc(CN(C)C)o3)cc2)o1,1.0
239,C#CCNC(C)Cc1cccc(OC(=O)N(C)C)c1,1.0
240,CNC(=O)c1sc(-c2cc[nH]c(=NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,0.0
241,CCN(CCCCCC=Nc1cc(O)c(NCCCCCCN(CC)Cc2ccncc2)cc1O)Cc1ccncc1,1.0
242,C#CCN(C)Cc1cc2cc(OCCCC3CCN(Cc4ccccc4C)CC3)ccc2n1C,0.0
243,Cc1ccc(C(C)CC(=O)CC(C)C)cc1,0.0
244,CN(CCCCCCN1C(=O)c2ccccc2C1=O)Cc1ccccc1,0.0
245,CCN(CC)CCCCCCOc1ccc(C=C2COc3ccccc3C2=O)cc1,0.0
246,CCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,1.0
247,C#CCN(C)C1CCc2cccc(OC(=O)N(C)C)c21,0.0
248,c1ccc2c(=NCc3ccc(-c4ccc(CN=c5c6c([nH]c7ccccc57)CCCC6)cc4)cc3)c3c([nH]c2c1)CCCC3,1.0
249,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCCCCCCN=c1c3c([nH]c4ccccc14)CCCC3)O2,1.0
250,C=Cc1oc2ccc(Br)cc2c(=O)c1CN(C=CC(C)=O)Cc1ccccc1,0.0
251,COc1ccccc1CN(C)CCCOc1ccc2c(=O)c3ccccc3oc2c1,0.0
