n,SMILE,class
146,CN(C)Cc1ccc(CSCCNc2cc(NCCCN3CCOCC3)c([N+](=O)[O-])cc2[N+](=O)[O-])o1,1.0
147,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cc(Cl)c4ccccc4n3)CC1)C2,0.0
148,CCC(C)C(=O)C12C(=O)C3(CC=C(C)C)CC(CC=C(C)C)C1(C)CCC(C(C)(C)O)OC2=C(CC=C(C)C)C3=O,0.0
149,Oc1cc(NCCCCCCNCc2ccc(-c3nc4ccccc4s3)cc2)c(O)cc1N=CCCCCCNCc1ccc(-c2nc3ccccc3s2)cc1,1.0
150,c1ccc(CN2CCC(CCCc3noc4ccccc34)CC2)cc1,1.0
151,CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCN=c3c4c([nH]c5ccccc35)CCCC4)cc12,0.0
152,COc1ccc(C=NNC(=O)CN2CCC(Cc3ccccc3)CC2)cc1,0.0
153,COc1ccc2[nH]cc(CCNC(=O)C=Cc3cc[n+](Cc4ccc(F)cc4)cc3)c2c1,1.0
154,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc(-c3oc4ccccc4c3C(=O)c3ccc(C)cc3)cc2)c1,1.0
155,CC1=CC2Cc3[nH]c4cc(Cl)ccc4c(=NCCCCCCC=NC(=O)c4cc(O)c5c(O)c6c(O)cccc6c(O)c5c4)c3C(C1)C2,1.0
156,Cc1ccc(S(=O)(=O)N2C(C)CCCC2C)cc1,1.0
157,CN(C)Cc1ccc(CSCc2cccc(CSCc3ccc(CN(C)C)o3)c2)o1,0.0
158,CN1CC(c2cccc3ccccc23)C2(CSc3ccccc3C2=O)C12C(=O)c1ccccc1C2=O,0.0
159,CCN1CCC2(C)c3cc(OC(=O)NCc4ccccc4)ccc3CC12,1.0
160,C=C(C)C(O)CCC1(C)C(CC=C(C)C)CC2(CC=C(C)C)C(=O)C3=C(OC(C(C)(C)O)C3)C1(C(=O)C(C)C)C2=O,0.0
161,Fc1ccc(CN=c2cc[nH]c(=NC3CCN(Cc4ccccc4)CC3)[nH]2)cc1,0.0
162,CC1=CC2Cc3[nH]c4cc(Cl)ccc4c(=NCCCCCCN=c4c5c([nH]c6ccccc46)CCCC5)c3C(C1)C2,1.0
163,COc1ccc2[nH]cc(CCNC(=O)c3ccc(CN(C)Cc4ccccc4OC)cc3)c2c1,0.0
164,O=C(Nc1ccc2c(CCC3CCN(Cc4ccccc4)CC3)noc2c1)c1ccccc1,1.0
165,COc1cc(O)c2c(=O)cc(C(=O)NCCCCCCCCCCN=c3c4c([nH]c5cc(Cl)ccc35)CCCC4)oc2c1,1.0
166,C#CCOP(C)(=O)OC(C(F)(F)F)C(F)(F)F,0.0
167,c1ccc2c(=NCCCCCCCCCCN3CCOCC3)c3c([nH]c2c1)CCCC3,1.0
168,ON=Cc1cc(Cl)cc(CN=c2[nH]cccc2OCc2ccccc2)c1O,0.0
169,c1ccc(CN2CCC(CCSc3ccc(-c4ccccc4)nn3)CC2)cc1,1.0
170,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(O)coc3c2)c1,0.0
171,C[n+]1c2ccccc2c(-c2cccs2)c2ccccc21,0.0
172,c1ccc(CN=c2cc[nH]c(N3CCNCC3)n2)cc1,0.0
173,O=[N+]([O-])c1ccc2c(c1)c(OCc1cccc3ccccc13)nn2Cc1cccc2ccccc12,0.0
174,ON=Cc1nc(CCCCN=c2c3c([nH]c4ccccc24)CCCC3)ccc1O,1.0
175,CCCN1Cc2cc(O)ccc2N(C)C1c1ccccc1,0.0
176,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,1.0
177,CC(C)(C)c1cc(C=CC(=O)NCCC2CCN(Cc3ccccc3Cl)CC2)cc(C(C)(C)C)c1O,0.0
178,CN(C)c1ccccc1CNCCCCCCCCCN=c1c2c([nH]c3ccccc13)CCCC2,1.0
179,CC(C)(C)c1cc(C=CC(=O)NCCC2CCN(Cc3cccc(Cl)c3)CC2)cc(C(C)(C)C)c1O,0.0
180,COc1cccc2cc(C(=O)NCCCCCCCN=c3c4c([nH]c5ccccc35)CCCCC4)oc12,1.0
181,Oc1ccc(-c2nnc(N=c3nccc[nH]3)o2)cc1,0.0
182,CN(C)CCOc1ccc(-c2nc3ccccc3[nH]2)cc1,0.0
183,CCN=c1c2c([nH]c3ccc(OC)cc13)CCCC2,0.0
184,COc1cc(C=CC(=O)NCCN=c2c3c([nH]c4ccccc24)CCCC3)ccc1OCc1ccccc1,1.0
185,Cc1cccc(C(=O)c2c(-c3cccc(OCCCCCCCN(C)Cc4ccccc4)c3)oc3ccccc23)c1,0.0
186,FC12CC3CC(NCCCCN=c4c5c([nH]c6cc(Cl)ccc46)CCCC5)(CC(C1)c1ccccc13)C2,1.0
187,CN(Cc1ccccc1)Cc1ccc(C(=O)NCCc2c[nH]c3cc(F)ccc23)cc1,0.0
188,COc1ccc2c(c1)CC(CC1C=CN(Cc3ccccc3C)C=C1C(C)=O)C2=O,0.0
189,c1ccc(CCCN=c2[nH]c3ccccc3[nH]2)cc1,0.0
190,Cc1cc2c(cc1CN1CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC1)OCO2,0.0
191,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,0.0
192,COC(=O)C1=C(C)OP(=O)(OC)CCC1,0.0
193,CN1CCc2oc3ccc(Br)cc3c(=O)c2C1,0.0
194,CCCCN(C)Cc1cc(N)ccc1O,0.0
195,CCOC(=O)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3,0.0
196,CN1CC(c2cccc(F)c2)C2(CSc3ccccc3C2=O)C12C(=O)c1ccccc1C2=O,0.0
197,COc1ccc(C(=O)N2c3ccccc3Sc3ccccc32)cc1,0.0
198,CN1CCN(c2ccc(-c3cnc4[nH]c5cnc(C#N)cc5c4c3)cc2)CC1,1.0
199,COc1ccc2[nH]c3c(c(=NCCCCCCNC(=O)C(N)Cc4c[nH]c5ccccc45)c2c1)CCCC3,1.0
200,COc1cc(C=Cc2ccc3ccccc3[n+]2C)ccc1N1CCOCC1,0.0
201,COc1cc2c(cc1OC)C(=O)C1(C2)C(c2ccc(F)cc2)CN(C)C12C(=O)Nc1ccccc12,0.0
202,CCN(CC)c1ccc(C=Cc2cc(N3CCN(C)CC3)c3ccccc3[n+]2C)c(OC)c1,0.0
203,Cn1cc(CC(=O)NCCC2CCN(Cc3ccccc3)CC2)c2ccccc21,0.0
204,O=C(NCCCCCCN=c1c2c([nH]c3ccccc13)CCCC2)c1cc2c([nH]c3ccccc32)c(-c2ccc(F)cc2)n1,1.0
205,COc1cccc2cc[n+](-c3cccc(Cl)c3)cc12,0.0
206,COc1cc2c(cc1OC)C(=O)C(=Cc1cc[n+](Cc3ccc([N+](=O)[O-])cc3)cc1)C2,1.0
207,O=[N+]([O-])c1ccc2c(c1)c(OCc1ccc3ccccc3c1)nn2Cc1ccc2ccccc2c1,0.0
208,CN(C)Cc1ccc(CSCCCSCc2ccc(CN(C)C)o2)o1,1.0
209,CC(OC[n+]1ccn(C)c1C=NO)C(C)(C)C,0.0
210,CN(CCCCCCCOc1ccc(-c2oc3ccccc3c2C(=O)c2c3ccccc3cc3ccccc23)cc1)Cc1ccccc1,0.0
211,Clc1ccc(CN2CCN(c3nc(=NCc4ccccc4)cc[nH]3)CC2)cc1,0.0
212,COc1cc(C=Cc2ccc3ccccc3[n+]2C)cc(OC)c1OC,0.0
213,O=C1CCN(Cc2ccccc2)CC1=Cc1cn(C(=O)c2ccc([N+](=O)[O-])cc2)c2ccccc12,0.0
214,C[n+]1c2ccccc2c(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c2ccccc21,0.0
215,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(Cc3ccccc3)C1N2C,0.0
216,Cc1cc(C=NO)c(O)c(CNc2ccc(Cn3cncn3)cc2)c1,0.0
217,COc1cc(C=CC(=O)O)ccc1O,0.0
218,COc1ccc2c(CCNC(=O)c3ccc(CN(C)Cc4cccc(Cl)c4)cc3)c[nH]c2c1,0.0
219,COc1ccccc1C(=O)N1Cc2cc(NC(=O)c3cccc(Cl)c3)ccc2CC1=O,1.0
220,COc1cc2c(cc1OC)C(=O)C(=Cc1cc[n+](Cc3ccc(Br)cc3)cc1)C2,1.0
221,N=c1c2c([nH]c3cc(F)ccc13)-c1ccccc1C2,0.0
222,ON=Cc1cc(Cl)cc(CNc2ccc(-n3cccn3)cc2)c1O,0.0
223,CN1CC(c2ccccc2Br)C2(CSc3ccccc3C2=O)C12C(=O)c1ccccc1C2=O,0.0
224,COc1cc(CCC(=O)N=CC(=O)Nc2ccc(C#N)cc2)ccc1O,0.0
225,COc1cccc2cc[n+](-c3cccc(C#N)c3)cc12,0.0
226,COc1ccccc1CNCCCCCC=Nc1cc(O)c(NCCCCCCNCc2ccccc2OC)cc1O,1.0
227,CCOC(=O)c1c(C)nc(N2CCN(S(=O)(=O)c3ccc(NC(C)=O)c(OC)c3)CC2)nc1-c1ccc(OC)c(OC)c1,1.0
228,Cc1cc(=O)oc2cc(OCc3cc[n+](Cc4cccc([N+](=O)[O-])c4)cc3)ccc12,1.0
229,CC12CCN(Cc3ccccc3)C1N(Cc1ccccc1)c1ccc(OC(=O)Nc3ccccc3)cc12,0.0
230,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3C)CC1)C2,1.0
231,COc1cc(N)ccc1C(=O)CCC1CCN(CC2CCCCC2)CC1,1.0
232,COc1cccc2cc[n+](-c3ccc(Br)cc3F)cc12,1.0
233,CCOc1ccc2[nH]c(SCc3cn(CC4CCN(Cc5ccccc5)CC4)nn3)nc2c1,0.0
234,O=C1c2ccccc2C(=O)N1CCCCCCCCNCc1ccc(F)cc1F,1.0
235,COc1cc(OC)c2c(=O)cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)oc2c1,1.0
236,COc1cc(C(=O)NCCCCCCCCC(=O)NNc2c3c(cc4ccccc24)CCCC3)cc(OC)c1OC,1.0
237,CNC(=O)Oc1ccc2c(c1)C1(C)CC[N+](C)([O-])C1N2C,1.0
238,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(O)coc3c2)c1,0.0
239,CCN(CCCCCCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1ccccc1OC,0.0
240,COc1ccc(-c2nc(C(=O)NCCCCCCN=c3c4c([nH]c5ccccc35)CCCC4)cc3c2[nH]c2ccccc23)cc1,1.0
241,CCCCCCOC(=O)C(CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc2ccccc2s1,1.0
242,COc1cc(CCC(=O)N=CC(=O)Nc2ccc(C(F)(F)F)cc2)ccc1O,0.0
243,COc1ccc2c(c1)-c1[nH]c3ccccc3c(=N)c1C2,0.0
244,O=C(NCCCCCCCCN=c1c2c([nH]c3cc(Cl)ccc13)CCCC2)c1ccc2nc(-c3ccc(Cl)cc3)c3c(c2c1)OCCC3,1.0
245,Cc1cc(=O)oc2cc(OCCSC(=S)N(C)C)ccc12,0.0
246,CCCCN1CCC(CCC(=O)c2cc(Cl)c(N)cc2OC)CC1,1.0
247,CN1CCc2cc3c(cc2C1C1OC(O)c2c1ccc1c2OCO1)OCO3,0.0
248,CN1CC(c2ccc(Br)cc2)C2(CSc3ccccc3C2=O)C12C(=O)c1ccccc1C2=O,0.0
249,NC(=O)c1sc(-c2cc[nH]c(=NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccc2Cl)CC1,0.0
250,COc1ccc(NC(=S)NCCN2CCOCC2)cc1,0.0
251,C#CCN(C)CCc1cccc(OC(=O)N(C)CC)c1,0.0
252,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,0.0
