n,SMILE,class
50,CCCCCCCCCCCCCCCCOC1OC(COC(C)=O)C(O)C(O)C1OC1OC(C)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.0
51,FC(F)(F)c1ccc(-n2ccc(C(c3ccc(Cl)cc3)n3ccnc3)c2)cc1,0.0
52,CN(C)c1ccc(CNC(=O)C2CNCC2c2ccc(C(F)(F)F)cc2F)cc1,1.0
53,Clc1ccc(C(N=c2cc[nH]c3cc(Cl)ccc23)c2ccc(CN3CCNCC3)cc2)cc1,1.0
54,CC(=O)Oc1ccc(C(=O)OCc2cc(O)c3c(c2)C(=O)c2cccc(O)c2C3=O)cc1,0.0
55,O=C(O)CNCC1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,1.0
56,O=C(Nc1cnc2ccccc2c1)c1ccccc1C(=O)c1ccc(F)cc1,0.0
57,O=C1C(=O)N(c2ccccc2Cl)C(=S)N1CCCN=c1cc[nH]c2cc(Cl)ccc12,1.0
58,NC(=O)CN1CCC2(N3CCCC3)CC(c3ccc(Cl)cc3)C1C(c1ccc(Cl)cc1)C2,1.0
59,O=c1c(O)c(O)c2c(O)oc3c(=O)c(O)c(O)c4c(O)oc1c2c43,1.0
60,Cc1n(CC(C)C)c2c([n+]1C1CC1)C(=O)c1ccccc1C2=O,1.0
61,Cc1cc[n+](CCCCCCCC[n+]2ccc(C)cc2N)c(N)c1,1.0
62,CC(C)c1cc2c(c(O)c1O)C1(C)C=CC(O)C(C)(C)C1C(=O)C2,0.0
63,COC1OC2(C)CCC3CCCC(CCOCc4ccc(-c5ccccc5)cc4)C31OO2,1.0
64,O=C1CCSCN1CCCCN=c1cc[nH]c2cc(Cl)ccc12,0.0
65,COc1ccc(OC)c(C(=O)C=Cc2ccnc3ccccc23)c1,0.0
66,C#CCOc1c(C=CC(=C)C)c(O)c2ccccc2c1O,0.0
67,FC(F)(F)c1cc(=Nc2ccccc2C(F)(F)F)c2cccc(C(F)(F)F)c2[nH]1,0.0
68,CCN(CC)CCOc1ccc2c(=O)c3ccccc3[nH]c2c1,0.0
69,CC(N)C(O)c1ccc(C(F)(F)F)cc1,0.0
70,CC(C)c1sc(N2CCN(C)CC2)nc1C(=O)Nc1ccccc1CO,0.0
71,COc1ccc(NC(=O)c2ccccc2)cc1Cl,0.0
72,OC1CCN2C3C4(O)C=C(c5nccc6c5[nH]c5ccccc56)C5CCN(CCCCC=CCC4)CC53CC23CCC1OCC12CN4CCCCC=CCCC(O)(C=C(c5nccc6c5[nH]c5ccccc56)C1CC4)C2N1CCCC(O)C(CC1)O3,0.0
73,CC(C)(C)C(=O)OC1CC2(N3CCCC3)CC(c3ccccc3)C1C(c1ccccc1)C2,1.0
74,CCCOc1cc(Cc2c[nH]c(=N)[nH]c2=N)ccc1OCc1cc(OC)c(OC)c(OC)c1,1.0
75,CN(C)CCCCCCN(C)C,0.0
76,Cc1cc(Cl)nc(N(CCN=c2cc[nH]c3cc(Cl)ccc23)Cc2ccccn2)n1,1.0
77,S=C(NCCCNCCCCCCNCCCNC(=S)Nc1ccccc1)Nc1ccccc1,1.0
78,CN(C)CCCc1ccc(C(=O)C=Cc2ccc(Cl)cc2)cc1,0.0
79,CCCCCCCCCN=C(N)c1ccc(N2CCN(c3ccc(C(=N)NCCCCCCCCC)cc3)CC2)cc1,1.0
80,COc1ccc(C(=O)CCc2ccc(F)c(F)c2)c(OC)c1,0.0
81,CCCCN(CCCC)CCCN1CCN(CCCNC(=O)C23CCC(C)C(C)C2C2=CCC4C5(C)CCC(OC(C)=O)C(C)(C)C5CCC4(C)C2(C)CC3)CC1,1.0
82,CCc1ccccc1CNC(=O)c1nc(=O)c2c(OCCc3ccc(C(=O)O)cc3)c(F)ccc2[nH]1,0.0
83,CCC(C)C(C(=O)N(C)C=Cc1c[nH]c2ccccc12)N(C)C(=O)C(C(C)C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C1CCCN1C(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)NC(C)=O,0.0
84,CCCCCCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1,1.0
85,NS(=O)(=O)c1ccccc1NC(=O)N(c1ccccc1)c1ccccc1,0.0
86,c1cc(C2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)ccc1OCCN1CCOCC1,1.0
87,CC(=O)OCCSSCCOP(=O)(OCCSSCCOC(C)=O)Oc1ccc(O)c(C=O)c1,0.0
88,COc1cc(NC(C)CCCNC(=O)NNC(=O)NCCCC(C)Nc2cc(OC)cc3cccnc23)c2ncccc2c1,0.0
89,Cc1cc(N2CCCCC2)[nH]c(=NCCN=c2cc[nH]c3cc(Cl)ccc23)n1,1.0
90,Cc1ccc(S(=O)(=O)Cc2nc(=Nc3cccc(C(F)(F)F)c3)c3cc([N+](=O)[O-])ccc3[nH]2)cc1,1.0
91,S=C(NCCCNCCCCCCCNCCCNC(=S)NCCC(c1ccccc1)c1ccccc1)NCCC(c1ccccc1)c1ccccc1,1.0
92,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(CCCNC(=O)CCCCc2ccccc2)C(C)C(O)C1(C)O,1.0
93,COc1cc([N+](=O)[O-])ccc1NC(=O)NCCCN=c1cc[nH]c2cc(Cl)ccc12,1.0
94,N=C(N)Nc1ccc2[nH]c(-c3ccc4c(c3)OCCO4)nc2c1,0.0
95,O=C1OC(CN2CCN(c3ccccc3Cl)CC2)CN1CCN=c1cc[nH]c2cc(Cl)ccc12,1.0
96,Clc1ccc2c(=Nc3cccc(C(c4nn[nH]n4)N4CCOCC4)c3)cc[nH]c2c1,0.0
97,CCOC(=O)c1cn(C)c2cc(Cl)c(F)cc2c1=O,0.0
98,c1ccc(-c2ccc(N=c3ccn(CCCN4CCCCC4)c4cc(N=c5cccc[nH]5)ccc34)cc2)cc1,1.0
99,COc1c(NC(CC(C)C)C(=O)NN(Cc2ccccc2)C(=O)C=CS(=O)(=O)c2ccccc2)c(=O)c1=O,1.0
100,O=C(Cc1ccc2c(c1)OCCO2)N1CCCC(n2cccn2)C1,0.0
101,COc1cccc(NC(=O)C(C(C)C)n2c(=O)[nH]c3ccccc3c2=O)c1,1.0
102,COc1cc(OC)c(OC)cc1CCC(=O)c1ccc(Cl)cc1,0.0
103,CN(N)c1[nH]c(=N)nc2[nH]cnc12,0.0
104,COc1nc2ccccc2cc1CN(Cc1ccccn1)Cc1cc2ccccc2nc1Cl,0.0
105,CN1CC(c2ccc(C(F)(F)F)nc2)C(N(C)C(=O)Cc2ccc(N(C)C)cc2)C1,0.0
106,CSc1ccc(CC2(O)c3ccccc3C3=NCCN32)cc1,1.0
107,CC(C)(C)OC(=O)NCCCCn1ccc(=O)[nH]c1=O,0.0
108,COc1ccc(C(=O)C=Cc2ccc(C(=O)O)cc2)c(OC)c1,1.0
109,COc1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3C(F)(F)F)c[nH]c2=N)cn1,1.0
110,CC1(C)C(Cc2ccc(Cl)cc2)C(=[N+]2CCCC2)C=CN1Cc1ccccc1,1.0
111,CCCCCN(C)CCC(O)([PH](=O)(=O)O)[PH](=O)(=O)O,0.0
112,COc1ccc(NC(=O)N2CCC(N=c3[nH]c4ccccc4n3Cc3ccc(F)cc3)CC2)c(OC)c1,0.0
113,O=C1C2Cc3c([nH]c4ccccc34)C(c3ccc4c(c3)OCO4)N2C(=O)CN1C1CCN(Cc2ccc3c(c2)OCO3)C1,1.0
114,Cc1cc(C)c(N=c2[nH]c(=NCCCCCN=c3[nH]c(=Nc4ccc(C#N)cc4)[nH]c(=Nc4c(C)cc(C)cc4C)[nH]3)[nH]c(=Nc3ccc(C#N)cc3)[nH]2)c(C)c1,1.0
115,CC1CCC(C(C)C)C(OC(=O)Cn2cc(-c3ccc(Cl)cc3)[n+]3c2CCC3)C1,0.0
116,N=C(CCCCCCCCCCCCC(=N)NCc1ccccc1)NCc1ccccc1,1.0
117,CCCC(=NOCc1ccccc1)C1C(=O)CC(c2cccc(C3CC(=O)C(C(CCC)=NOCc4ccccc4)C(=O)C3)c2)CC1=O,0.0
118,CC(C)(NCC(O)C(Cc1ccccc1)NC(=O)c1cccc(C(F)(F)F)c1)c1ccccc1,1.0
119,Cn1c2nc3ccccc3c-2c(Cl)c2c(Cl)cccc21,0.0
120,N=C(N)Nc1ccc2c(c1)Cc1ccc(N=C(N)N)cc1C2,1.0
121,OCCN=c1[nH]ccc2c1[nH]c1ccccc12,0.0
122,CCCCCCCCCCOc1cc2c(=O)c(C(=O)OCC)cn(C(=O)N3CCCCC3)c2cc1OCC,1.0
123,O=C(NC(Cc1ccccc1)C(O)CN1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc(Cl)cc(Cl)c1,0.0
124,CCCN(CCCN=c1cc[nH]c2cc(Cl)ccc12)Cc1cc(OC(F)(F)F)ccc1O,1.0
125,CC(CO)C1CCC(C)C2CCC3(C)C=CC12OO3,0.0
126,COC(=O)C1(C)CCCC2(C)C3=CCC4CC3(C=C4CO)CCC12,0.0
127,Cc1ccc(C(=O)C=Cc2ccc(C(=O)OC3OC4OC5(C)CCC6C(C)CCC(C3C)C46OO5)cc2)o1,1.0
128,COC=C(C(=O)OC)C(C)C(=O)C=Cc1ccccc1,0.0
129,COc1cc(NC(C)CCCNC(=O)NNC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)c2ncccc2c1,0.0
130,CC1(C)N=C(N)N=C(N)N1OCCCCOCc1ccccc1,0.0
131,CN(C)C(=N)NCCCCCCCCCCCCN=C(N)N(C)C,1.0
132,Clc1ccccc1-c1ccc(CNCC2CCNCC2)o1,0.0
133,O=C(OCC1(O)C(Cl)C=CC(OC(=O)c2ccccc2)C1O)c1ccccc1,0.0
134,ON=C1c2ccccc2-c2c1c(-n1ccnc1)nc1ccc(Cl)cc21,0.0
135,COc1cccc2c1OC(=Cc1ccc(Cl)cc1Cl)C2=O,0.0
136,O=C(C=Cc1ccccn1)c1ccc(O)cc1,0.0
137,Cc1ccc(Cl)cc1S(=O)(=O)Nc1ccc(Cl)c(Cl)c1,0.0
138,Clc1ccc(C2(CNC3=NCCN3)CC2)cc1,1.0
139,CCCNC(=O)c1ccc(-n2cnc3ccccc32)s1,1.0
140,Cn1ccc(=Nc2cccc(CCc3ccccc3)c2)c(Cl)c1,0.0
141,CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,0.0
142,CCCCN=c1[nH]c(N2CCCC2)nc2cc(OC)c(OC)cc12,1.0
143,FC(F)(F)c1cc(C2CCNCC2)nc(-c2ccsc2)n1,1.0
144,O=C(COc1ccccc1)Nc1ccc2c(c1)C(=O)Nc1cccnc1O2,0.0
145,CC1=CSC2=NC(C=Cc3ccc(Br)cc3)=C(C(=O)C=Cc3ccc(Br)cc3)C(c3ccc(Cl)cc3)N12,0.0
146,O=C(Cn1c(-c2ccccn2)nc2ccccc21)c1ccc(-c2ccccc2)cc1,1.0
147,O=C(C=Cc1ccc(F)cc1)C=Cc1ccc(F)cc1,0.0
148,COc1cc2[nH]c(N3CC(C)CC(C)C3)nc(=NC3CCN(C(C)=O)CC3)c2cc1OC,1.0
149,O=c1cc[nH]c2c(-c3nc4ccccc4s3)cccc12,0.0
150,CN(C)C12CC(OC(=O)C=Cc3ccccc3)C(C(c3ccccc3)C1)C(c1ccccc1)C2,1.0
151,CCOC(=O)CSc1ncc(C(=O)NCCCc2ccccc2)c(=O)n1Cc1ccccc1,0.0
152,CCOC(=O)C(OC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3)C(F)(F)F,1.0
153,CCN(CC)Cc1ccc(C2OC3OC4(C)CCC5C(C)CCC(C2C)C35OO4)[nH]1,1.0
154,CC1CCC2C(C)(Br)C(Nc3cccc(F)c3)OC3OC4(C)CCC1C32OO4,1.0
155,Cn1nc(CN2CCC3(CCN(c4ncc(C(O)=NO)cn4)CC3)C2)c2ccccc21,1.0
156,CC12CCC(=O)c3coc(c31)C(=O)c1cc3c(cc12)C(=O)C1=NCCS(=O)(=O)C1C3=O,0.0
157,CCOC(=O)c1ccc(C=CC2CN3CCC2CC3C(O)c2ccnc3ccc(OC)cc23)cc1,1.0
158,COc1cc(N(C)CCCNC(=O)NC(CCSC)C(=O)O)c2nc(C(C)(C)C)ccc2c1,0.0
159,COc1ccc(C(=O)C=Cc2cc3ccccc3nc2Cl)c(OC)c1,0.0
160,CC(=O)OC1CC(C)=CCC2(C)CC(=O)C(=C(C)C)C2CCC2(C)OC12,0.0
161,CCCCOc1c(N(CCc2ccccc2)NC(=O)C(CC(C)C)NC(=O)N2CCOCC2)c(=O)c1=O,0.0
162,C=CC(C)=CC1(C)SC(=O)C(C)C1=O,0.0
163,Cc1cc(S(=O)(=O)NCCCN2CCN(CCCN=c3cc[nH]c4cc(Cl)ccc34)CC2)c(C)cc1Cl,1.0
164,CCCC(O)C1=C(Br)C(=C(Br)Br)OC1=O,0.0
165,CC(=O)Oc1ccccc1C(=O)Nc1c(C#N)[n+]([O-])c2cc(F)ccc2[n+]1[O-],0.0
166,ON=C(O)c1cnc(N2CCC3(CN(Cc4c5ccccc5cc5ccccc45)C3)C2)nc1,1.0
167,Cn1cc(CN2CCC3(CCN(c4ncc(C(O)=NO)cn4)CC3)C2)c2ccncc21,1.0
168,CCc1cccc(CNC(=O)c2nc(=O)c3c(COCc4ccc(C(=O)O)cc4)ccc(Cl)c3[nH]2)c1,1.0
169,CC(=O)OC1=CCc2c(C)coc2CC(C)=CCC1,0.0
170,Cc1ccc(N=c2[nH]ccc(=Nc3ccc4c[nH]nc4c3)[nH]2)cc1,0.0
171,CC1CCC2C(C)C(c3ccc(CN4CCN(C(C)C)CC4)[nH]3)OC3OC4(C)CCC1C32OO4,1.0
172,O=C(Nc1ccccc1)c1cc(C(=O)Nc2ccccc2)cc([N+](=O)[O-])c1,0.0
173,C=CCN1C(=O)C2(CC=CN3c4ccccc4C(=O)C32CC=C)c2ccccc21,0.0
174,COc1ccc(C=CC(=O)c2ccccc2OCc2cn(CC(O)COc3c(C)sc(O)c3C)nn2)cc1,0.0
175,Cc1cc(C)c(Oc2nc(=N)[nH]c(=Nc3ccccc3)[nH]2)c(C)c1,0.0
176,COc1ccc2[nH]c3cc(Cl)ccc3c(=NC(=NCCCN(C)C)C(C)C)c2n1,1.0
177,C=CCOc1c(OC)cc(C=CC(=O)c2ccc(OC)cc2)cc1-c1cc(C=CC(=O)c2ccc(OC)cc2)cc(OC)c1OCC=C,0.0
178,C[n+]1c2ccccc2cc2[nH]c3ccc(Br)cc3c21,1.0
179,C1CCC(C2OOCC3OC32)C1,0.0
180,COc1cccc(C(O)COC(=O)C=Cc2ccccc2)c1OC,0.0
181,CCC1OC(=O)C(C)C(O)C(C)C(OC2OC(C)CC(N(C)C)C2OCCCNC(=O)CCCN=c2cc[nH]c3cc(Cl)ccc23)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,1.0
182,C=CCOc1ccc(C=CC(=O)c2ccc(C=CC(=O)c3ccc(OCC=C)cc3)cc2)cc1,0.0
183,COCc1noc(-c2ccc(N3CCCC3CO)nc2)n1,1.0
184,COc1ccc(N=c2[nH]c(N3CCCCC3)nc(=NCCNCCOC3OC4OC5(C)CCC6C(C)CCC(C3C)C46OO5)[nH]2)cc1,1.0
185,OCC1OC(n2cnc3c(=NNc4ccccc4)[nH]cnc32)C(O)C1O,0.0
186,CC(C)CCNC(=O)C(CC(C)C)N=Cc1c(O)[nH]c2ccc(Cl)cc12,0.0
187,COc1cc(C=CC(=O)c2ccc(OC)c(OC)c2OC)ccc1OCc1cn(-c2ccnc3cc(Cl)ccc23)nn1,1.0
188,O=C(OC1C=CC23c4cc5c(cc4CN(CC2OC(=O)c2ccc(Br)cc2)C3C1)OCO5)c1ccc(Br)cc1,0.0
189,COc1ccc(-c2c(C)[nH]n3c(=N)c(C#N)nnc23)cc1OC,1.0
190,COc1cc(OC)c2c(c1)OC(=Cc1ccc(C(C)(C)C)cc1)C2=O,0.0
191,O=c1cc(-c2ccccc2)oc2cccc(O)c12,0.0
192,N#Cc1c(-c2ccccc2)[n+]([O-])c2ccc(Cl)cc2[n+]1[O-],0.0
193,OC12OOC3(C=C1CC1C=CC2C1)CCN(c1ccnc2cc(Cl)ccc12)CC3,0.0
194,CN1CCC2CC(O)C3OC(=O)c4cc5c(cc4C3C21)OCO5,0.0
195,CN(C)c1ccc(NC(=S)NCCCN=c2cc[nH]c3cc(Cl)ccc23)c2ccccc12,1.0
196,CC(C)Oc1nncc(-c2cnnc(SCCN(C)C)n2)n1,1.0
197,CCCCCCN(Cc1ccnc2ccccc12)C(=O)C(CCCCNC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C,0.0
198,FC(F)(F)c1cc(N2CCOCC2)c2cccc(C(F)(F)F)c2n1,0.0
199,N=c1nc(-c2cn(C(=O)c3ccccc3)c3ccc(Br)cc23)cc[nH]1,0.0
200,CON=C(N)c1ccc(-c2ccc(-c3ccc(C(=N)NOC)cc3)s2)nc1,0.0
201,COc1ccc(C=CC(=O)c2cccc(OCc3cn(CC(O)CN4C(=O)C(=O)c5cc(Cl)ccc54)nn3)c2)c(OC)c1OC,0.0
202,COCC(C)Oc1nncc(-c2cnnc(SC(C)C)n2)n1,1.0
203,COc1ccc(CC2c3cc(Oc4cc(OC)c(OC)cc4CC4c5cc(O)c(OC)cc5CCN4C)c(OC)cc3CCN2C)cc1O,1.0
204,COc1ccc(COC2CC3C(C2C)C2OC(=O)C(C)C24CCC3(C)OO4)cc1,1.0
205,CCCCCCCCCCCC(=O)NCCc1ccc(O)cc1,0.0
206,C=C(C)C=Cc1c(OCc2cn(-c3cccc(F)c3)nn2)c(O)c2ccccc2c1O,0.0
207,Cc1ccc(N=c2[nH]c(=NCc3ccccc3)[nH]c(=Nc3ccc(N=c4cc[nH]c5cc(Cl)ccc45)cc3)[nH]2)cc1,1.0
208,C=CC1CN2CCC1CC2C(OC(=O)CNC(=O)c1cn2c3c(c(N4CCN(C)CC4)c(F)cc3c1=O)OCC2C)c1ccnc2ccc(OC)cc12,1.0
209,COc1cc(NC(C)CCCNC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)c2ncccc2c1,0.0
210,O=[PH](=O)(O)C(SCC(O)=NO)c1ccc(Cl)c(Cl)c1,1.0
211,CC1CCC2C(C)C(OCc3cc(O)cc(O)c3)OC3OC4(C)CCC1C32OO4,1.0
212,CC1CCC2C(C)C(OCCCOc3cccc(O)c3O)OC3OC4(C)CCC1C32OO4,1.0
213,CC(=O)N(O)CCCP(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C,1.0
214,Cc1cc[nH]c(=NS(=O)(=O)c2ccc(N)cc2)n1,1.0
215,Cc1cc(=Nc2ccncc2)n2[nH]c(C)c(-c3ccccc3Cl)c2n1,1.0
216,Cc1cccc2c3nc4ccccc4c-3cn(C)c12,0.0
217,CCCCOc1ccc(-c2nnn(CC(=O)Nc3c(C)ccc4ccccc34)n2)cc1,0.0
218,COc1cc2[nH]c3ccc(Oc4ccc(OC(F)(F)F)cc4)cc3c(=O)c2cc1F,1.0
219,COc1ccc2c(c1OC)CN1CCc3cc4c(cc3C1=C2)OCO4,1.0
220,C=CCOc1ccc(C=CC(=O)c2cccc(C(=O)C=Cc3ccc(OCC=C)c(OCC=C)c3)c2)cc1OCC=C,0.0
221,O=C1C(=Cc2ccc(F)cc2F)Oc2cc(O)ccc21,0.0
222,CC(C)=CCCC(C)=NNC(N)=S,0.0
223,O=C(NCc1ccccc1F)C1CCN(c2cncnc2N2CCCC2)CC1,0.0
224,Brc1ccc(N=c2[nH]c3ccccc3[nH]c2=Nc2ccc(Br)cc2)cc1,0.0
225,O=C(Nc1ccc(Cl)cc1Cl)c1ccccc1,0.0
226,CCC(C)C(=O)c1c(O)cc(O)c(CC(CCC(C)(C)O)C(C)=CCC=C(C)C)c1O,0.0
227,COc1ccc(C=CC2c3c(OC)cccc3OC3(c4ccc(OC)cc4)Oc4cccc(OC)c4CC23)cc1,0.0
228,COc1cccc(O)c1CN1CCC2(CCCN(Cc3ccc(F)cc3)C2)C1,1.0
229,CC(C)(C)NC(=O)N1CCC(N=c2[nH]c3ccccc3n2Cc2ccc(F)cc2)CC1,0.0
230,Cc1ccc2c(c1)C(=O)C(=O)N2CCCn1cc(COc2ccc(C=NN=c3cc[nH]c4cc(Cl)ccc34)cc2)nn1,1.0
231,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(CCCNC(=O)Nc2c(C)noc2C)C(C)C(O)C1(C)O,0.0
232,CCCCCc1ccc(C(=O)N(CCN(CCCC)CCCC)Cc2ccc(-c3ccc4c(c3)OCO4)cc2)cc1,0.0
233,CC1(C)OC2OC(Cn3cc(Cn4c(O)c(N=Nc5ccc(Br)cc5)c5ccccc54)nn3)C3OC(C)(C)OC3C2O1,0.0
234,CCOc1ccc(C(=O)C=Cc2ccc(OC)cc2)cc1,0.0
235,CCCN(CCCN=c1cc[nH]c2cc(Cl)ccc12)Cc1cccc(F)c1O,1.0
236,C[n+]1ccn(-c2ccc(-n3cc[n+](C)c3)cc2)c1,0.0
237,Cc1ccc(-c2cc(O)cc(CCC3CCCCN3)c2)c(C)n1,0.0
238,Fc1ccc(-c2nc3c[nH]c(=NC4CCNCC4)cc3[nH]2)cc1F,0.0
