n,SMILE,class
22,C=CCn1cc(C(c2ccc(Cl)cc2)n2ccnc2)cc1-c1ccc(Cl)cc1,1.0
23,CN(C)c1ccc(C=NNC(=O)CCN2CCN(c3ccnc4cc(Cl)ccc34)CC2)cc1,0.0
24,O=C(NCCCCNCCCNC(=O)c1cccc(Cl)n1)c1cccc(Cl)n1,0.0
25,CC(O)(c1ccc(Cl)cc1)C(CN1CCCCC1)c1ccccc1,1.0
26,c1cnc(-c2nc(CN3CCN(CC4CC4)CC3)cs2)nc1,0.0
27,NC(=O)CCNCC1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,1.0
28,COc1ccc(C(=NO)NCCCCCCCCCCCCNC(=NO)c2ccc(OC)cc2)cc1,0.0
29,COc1cc2c(=NC3CCN(Cc4ccccc4)CC3)[nH]c(N3CCN(C)CC3)nc2cc1OCCC(C)C,1.0
30,COc1cc(O)n(C(=O)CCC(C)=NC(=O)C(CC(C)C)NC(=O)C(CC2CCCCC2)NC(=O)C2CCN(C)CC2)c1Cc1c[nH]c2ccccc12,1.0
31,CCOC(=O)C1c2nc(-c3cccnc3)nn2C2=C(C(=O)CCC2)C12C(=O)Nc1ccc(F)cc12,1.0
32,COc1cc(C(=O)O)ccc1OC1OC(COC(=O)C=Cc2ccccc2)C(O)C(O)C1O,0.0
33,CC(CCNCCC12CC3CC(CC(C3)C1)C2)N=c1c(F)c[nH]c2ccccc12,1.0
34,O=C1CC(O)C2c3c(ccc(O)c31)-c1ccc(O)c3c1C2(O)C(O)CC3=O,0.0
35,CC1(CCC(=O)O)CC2(CCCCC2)OO1,0.0
36,O=C1c2ccccc2C(=O)N1CCCCCCCCCC[P+](Cc1ccccc1)(Cc1ccccc1)Cc1ccccc1,1.0
37,CC1COC(CCc2ccc(Cl)cc2)(Cn2ccnc2)O1,0.0
38,CCOP(=O)(CC(=O)OCC1OC(n2ccc(=O)[nH]c2=O)CC1O)OCC,0.0
39,COc1cc(OC)c(-c2c(C)cc(O)c3c2C(=O)c2cccc(O)c2C3=O)c(O)c1C(C)=O,0.0
40,COCCn1c(C)nc2ccccc2c1=O,1.0
41,CCOC(=O)c1c(-c2ccccc2)nc(=Nc2ccccc2N=c2cc[nH]c3cc(Cl)ccc23)[nH]c1C,0.0
42,COC(C)(C)OOCCCCC1=CCC2CC1C2(C)C,1.0
43,COc1cc(OC)c(OC)cc1C=C(Oc1ccc(C=NN=c2cc[nH]c3cc(Cl)ccc23)cc1)C(=O)c1ccc(Cl)cc1,1.0
44,O=C(C=Cc1ccc(Cl)cc1)c1ccc(-n2cncn2)cc1,0.0
45,CCCCc1ccc(NS(=O)(=O)c2cc3c4c(c2)CCN4C(=O)CC3)cc1,0.0
46,N=c1[nH]c2ccccc2n1-c1cc(F)ccc1O,1.0
47,Cc1nn(-c2ccccc2)c(Oc2ccccc2F)c1C1C(C#N)C(=N)N(Nc2ccccc2)C2=CC(C)(C)CC(=O)C21,1.0
48,N=c1cc2[nH]c(-c3ccc(C(F)(F)F)nc3)nc2c[nH]1,0.0
49,CCc1n[nH]c(Sc2ncnc3sccc23)n1,0.0
50,CCC(CC)C(=O)N=C(N=c1[nH]ccn1C(C)(C)C)Nc1ccc(Cl)c(Cl)c1,0.0
51,COC(=O)CCC=NC(=O)CN1C(=O)C(COC(=O)Nc2ccc(Cl)cc2C(F)(F)F)N=C(c2ccccc2)c2ccccc21,0.0
52,COC(C(O)=NO)C(CC(C)C)C(=O)NC(C(=O)O)c1ccccc1,0.0
53,CC(=CCSc1ccccc1C(=O)O)CCCC(C)CCCC(C)CCCC(C)C,0.0
54,O=C(O)c1ccc(O)c(O)c1,0.0
55,O=C(N=c1nc2n([nH]1)C(c1ccc(F)cc1)CC(c1ccc(Cl)cc1)=N2)c1ccc(Cl)cc1,0.0
56,Cc1ccc(CC(=O)Nc2ccc(NC(=O)C=Cc3ccc(C#N)cc3)cc2C(=O)c2ccccc2)cc1,0.0
57,COc1cc(OC)c(-c2ccc(O)c3c(OC)cc(C)cc23)c2c1C(C)=NC(C)C2,0.0
58,COc1ccc(CCC(=O)N=Cc2nccc3c2[nH]c2ccccc23)cc1,0.0
59,CC(=O)Nc1ccc(O)c(C(=O)C=Cc2ccc(F)cc2)c1,0.0
60,CC(C)COC(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,1.0
61,CCCCN1CN=C(N=c2nc(C)c3ccccc3[nH]2)NC1,0.0
62,CCNCCCCCCO[N+](=O)[O-],0.0
63,COc1nc2cc(C)cc(C)c2cc1CNCc1cccnc1,0.0
64,COc1cc(O)c(-c2ccc(OC)c3c(O)cc(C)c(-c4cc(-c5c(O)cc(OC)c6c5CC(C)NC6C)c5cc(C)cc(OC)c5c4O)c23)c2c1C(C)=NC(C)C2,1.0
65,C=CCOc1ccc(C(=O)C=Cc2cc(OC)c(OCC=C)c(-c3cc(C=CC(=O)c4ccc(OCC=C)cc4)cc(OC)c3OCC=C)c2)cc1,0.0
66,CN1CCN(CC2CCN(c3nccc4[nH]c(-c5cccc(C(=O)N(C)C)c5)nc34)CC2)CC1,1.0
67,CC12CCCC1C1CC(O)C3(O)C(CCCC3(C)C)C1(C)CC2,0.0
68,CCOC(=O)CC=NC(=O)C(O)C(C)(C)CO,0.0
69,C=C1CCC2C(C=C(C)CCC1O)OC(=O)C2C,0.0
70,N=c1[nH]c(=O)c2ncn(CCCCP(=O)(O)O)c2[nH]1,0.0
71,CCCC(=O)CCC(C)C1CCC2C3C(OC(C)=O)CC4CC5(CCC4(C)C3CC(OC(C)=O)C12C)OOC1(CCCCC1)OO5,1.0
72,CCc1[nH]nc(C(=O)NCCn2nccc2C)c1C,0.0
73,CC1(C)CN=C(NCCCCCCCCCCCCNC2=NCCCN2)NC1,1.0
74,O=C1C(=Cc2ccc(-c3ccc(Cl)cc3)cc2)Oc2ccccc21,0.0
75,CCOC(=O)c1cn(Cc2cn(-c3ccc(F)cc3)nn2)c2cc(Cl)c(F)cc2c1=O,0.0
76,COc1cc(NC(C)CCCNC(=O)NNC(=O)NCCCO)c2ncccc2c1,0.0
77,CCCCOc1c(N(CCc2ccccc2)NC(=O)C(Cc2ccccc2)NC(=O)OCc2ccccc2)c(=O)c1=O,0.0
78,O=c1cc[nH]c(SCc2ccccc2)n1,0.0
79,CCc1ccc2c3[nH]c4ccccc4c3cc[n+]2c1,0.0
80,Clc1ccc2c(=NCCCN3CCN(CCCN(Cc4cccc(Oc5ccccc5)c4)Cc4cccc(Oc5ccccc5)c4)CC3)cc[nH]c2c1,1.0
81,COc1cc(NC(C)CCC=NC(=O)NNC(=O)CCc2ccc3c(c2)OCO3)c2ncccc2c1,0.0
82,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cccc(OC(F)(F)F)c1)CC2,0.0
83,Cc1cc(Br)c(N=c2[nH]c(=NCCCCCN=c3[nH]c(=Nc4ccc(C#N)cc4)[nH]c(=Nc4c(Br)cc(C)cc4Br)[nH]3)[nH]c(=Nc3ccc(C#N)cc3)[nH]2)c(Br)c1,0.0
84,Cc1nccc2c1[nH]c1ccc(OCc3cn(CC=Cc4cccc(Br)c4)nn3)cc12,1.0
85,N#CCN(CCCCn1ccnc1)C(=O)OCc1ccccc1,0.0
86,O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)c1cccs1,0.0
87,Cc1ccc2cc(C=CC(=O)c3cccc(Br)c3)c(Cl)nc2c1,0.0
88,O=S(=O)(c1cccc(-c2ccc3nccc(-c4ccncc4)c3n2)c1)N1CCC(O)C1,1.0
89,Fc1ccccc1N=c1[nH]c(C(Cl)(Cl)Cl)nc2ccccc12,0.0
90,COc1ccc(CCc2cc(O)cc(OC)c2C(=O)N2CCCCC2)cc1,0.0
91,Cc1ccc(C2CNCC2C(=O)NCc2ccc(N(C)C)cc2)cc1,1.0
92,CCN(CC)CCCCC(=O)OCc1cc(N=c2cc[nH]c3cc(Cl)ccc23)cc(NC(=O)CN2CCCCC2)c1,1.0
93,NS(=O)(=O)OCC1C=CC(n2ccc(=O)[nH]c2=O)O1,0.0
94,CCCCCCCCC=Cc1c(C)c(=CCCCCCCCCC)c(C)[n+]2c1=CCCC2,1.0
95,COC(=O)c1cccc(C(=O)NCCCN=c2[nH]c3ccccc3[nH]2)c1,1.0
96,CN=c1cc[nH]c2ccccc12,0.0
97,O=C(C=Cc1cnc2ccccc2c1)c1ccc(F)c(F)c1,0.0
98,COc1cc2c(cc1OC)C1C(OC2=O)C(O)C=C2CCN(C)C21,0.0
99,CC1CCC2C(C)C(OCc3cccc(CN4CCN(c5cccc(C(F)(F)F)c5)CC4)c3)OC3OC4(C)CCC1C32OO4,1.0
100,O=C(N1CC(CNc2ccc(F)cc2)C2(C1)CN(c1cc(F)cc(F)c1)C2)C(F)(F)c1ccc(O)cc1,0.0
101,CCCC(=NOC(c1ccccc1)c1ccccc1)C1C(=O)CC(c2cccc(C3CC(=O)C(C(CCC)=NOC(c4ccccc4)c4ccccc4)C(=O)C3)c2)CC1=O,0.0
102,Cc1n(CC(C)C)c2c([n+]1C)C(=O)c1ccccc1C2=O,1.0
103,CSc1cc(CSc2ccc(Cl)cc2)nc(-c2ccccn2)n1,0.0
104,CCc1cccc(C(C)NC(=O)c2nc(=O)c3c(OCCc4ccc(C(=O)O)cc4)c(F)ccc3[nH]2)c1,0.0
105,CC(NC(C)(C)C)C(O)c1ccccc1,0.0
106,O=C(Nc1cc(Cl)ccc1Sc1ccccc1)c1ccccc1,0.0
107,COc1c(-c2ccc(-c3ccc(OC(F)(F)F)cc3)nc2)[nH]c2ccccc2c1=O,1.0
108,C=CC(=O)Nc1cccc(C(CCc2ccc(OC)c(OC)c2)OC(=O)C2CCCCN2C(=O)C(C)(C)CC)c1,0.0
109,Cc1cc(=O)c(-c2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)c(C)[nH]1,1.0
110,OCCCCCCN=c1[nH]ccc(=NCCN=c2cc[nH]c3cc(Cl)ccc23)[nH]1,1.0
111,N=C(N)NCCCNCCCCNCCCN=C(N)N,0.0
112,CN1CCN(CC2CCN(c3nccc4[nH]c(-c5cccc(OC(F)(F)F)c5)nc34)CC2)CC1,1.0
113,O=C(O)CCc1cc(Cl)cc2c1B(O)OC2,0.0
114,Fc1cccc(-[n+]2nc(-c3ccc(OCc4ccccc4)cc3)nn2-c2ccccc2)c1,1.0
115,Cc1c(CCO)sc[n+]1CC#Cc1ccc(C#CC[n+]2csc(CCO)c2C)cc1,0.0
116,CN(O)C(=O)COC[PH](=O)(=O)O,1.0
117,COc1ccc(N2CCN(C(CNC(=O)C3CCCCC3)c3ccc4c(c3)OCO4)CC2)cc1,1.0
118,CCN(CC)CCC(=O)OC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,1.0
119,CN1CCS(=O)(=O)C1=O,0.0
120,COc1cc(NC(C)CCC=NC(=O)NNC(=O)CCc2ccccc2F)c2ncccc2c1,0.0
121,CC(C)C(=O)N1CCCC2(CCCN2CC2CCCC2)C1,0.0
122,Cc1cc(C)c(N=c2[nH]c(=NCCN=c3[nH]c(=Nc4ccc(C#N)cc4)[nH]c(=Nc4c(C)cc(C)cc4C)[nH]3)[nH]c(=Nc3ccc(C#N)cc3)[nH]2)c(C)c1,1.0
123,CCCC=CC=Cc1c(O)cc(CCC(C)C)c(O)c1C=O,0.0
124,COc1ccc2c(=O)c3c(OC)c4c(cc3n(C)c2c1OC)OCO4,0.0
125,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(CCCNC(=O)Nc2ccc3c(c2)CCO3)C(C)C(O)C1(C)O,0.0
126,FC(F)Oc1ccc(-c2c[n+](-c3cccc(C(F)(F)F)c3)c3n2CCCCC3)cc1,0.0
127,ClC(Cl)(Cl)c1nc(=Nc2ccc(Br)cc2)c2ccccc2[nH]1,0.0
128,O=C1C(=O)N(Cc2cnnn2-c2ccnc3cc(Cl)ccc23)c2ccc(Br)cc21,0.0
129,CC1(C)C(Cc2ccccc2C(F)(F)F)C(=[N+]2CCCC2)C=CN1Cc1ccccc1,1.0
130,FC(F)(F)c1cc(-c2ccccc2)nn1-c1ccnc2cc(Cl)ccc12,0.0
131,CCc1ccc(C=CC(=O)c2ccc(OC)cc2OC)cc1,0.0
132,COC1(c2ccc(F)cc2)C=CC2(CCCCC2)OO1,1.0
133,S=C(NCCCNCCCCCNCCCNC(=S)NCCC(c1ccccc1)c1ccccc1)NCCC(c1ccccc1)c1ccccc1,1.0
134,C[N+](C)(C)CC(=O)[O-],0.0
135,COc1cccc(-n2cc(CN(Cc3cn(-c4cccc(OC)c4)nn3)c3ccc4nc(-c5ccccc5)c(-c5ccccc5)nc4c3)nn2)c1,0.0
136,CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)cc1,1.0
137,CC1CCC2C(CCCC(F)(F)F)COC3OC4(C)CCC1C32OO4,1.0
138,NCC1C2c3ccccc3C(c3ccccc32)C1CN,0.0
139,CCNC(=O)NCC1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,1.0
140,O=C(O)CCC(=O)N1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,1.0
141,C=CCN1C(=O)C2(c3ccccc31)C(c1ccccc1)C=CN1N3C=CC=CC3C(=O)C12CC=Cc1ccccc1,0.0
142,COc1cccc(C=Cc2cccc(C(=O)Nc3cc(C(=O)N=c4[nH]c(C(=O)NCCCN(C)C)c(CCC(C)C)s4)n(C)c3)c2)c1,0.0
143,c1ccc(-n2c3cc(=NCCCCC45CCCCN4CCCC5)c(=Nc4cccnc4)cc-3[nH]c3ccccc32)cc1,1.0
144,CCCCCc1ccc(C(=O)N(CCN(CCCC)CCCC)Cc2ccc(-c3ccc(C(=O)NCc4ccccc4)cc3)cc2)cc1,1.0
145,CC(=O)OC1C(OC(C)=O)C2C(C)(C)CCCC2(C)C2Cc3occc3C(C)C12,1.0
146,O=C(CCNC(=O)c1cc(Cl)cc(Cl)c1)N=c1[nH]c2ccccc2[nH]1,0.0
147,CC1CN(C(=O)c2cc[nH]c(=Nc3nc4cc(-c5ccc(F)c(C(F)(F)F)c5)ncc4[nH]3)c2)CC(C)N1C,1.0
148,CCN(CCCCN=c1cc[nH]c2cc(Cl)ccc12)CCNS(=O)(=O)c1cccc2c(N(C)C)cccc12,1.0
149,COc1cc2[nH]c(N3CCCCC3)nc(=Nc3ccccc3)c2cc1OC,1.0
150,COc1cc2c3c(ncc(Br)c3c1)-c1ccccc1C2=O,0.0
151,CC1CCC2C(C)C(CCOP(=O)(OCCC3OC4OC5(C)CCC6C(C)CCC(C3C)C46OO5)Oc3ccccc3)OC3OC4(C)CCC1C32OO4,1.0
152,CC1CCC2C(C)C(OCc3ccc(CN4CCN(c5ccc([N+](=O)[O-])cc5)CC4)cc3)OC3OC4(C)CCC1C32OO4,1.0
153,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(CCCN(CCC#N)C(=O)NC(C)C)C(C)C(O)C1(C)O,0.0
154,O=C1CC(=Nc2ccccc2)C(=O)c2ccccc21,0.0
155,CNc1cc(=O)[nH]c(=O)n1C1OC(CO)C(O)C1O,0.0
156,C=c1c(=Cc2sc(=Nc3ccccc3)[nH]c2O)cc(C)n1-c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1.0
157,CN(C)c1ccc(C=C2SC(=S)N(CCCCN=c3cc[nH]c4cc(Cl)ccc34)C2=O)cc1,1.0
158,CC1=CC(=O)C2=c3c(O)c4cccc(O)c4c(O)c3=CCC2(O)C1,0.0
159,O=C(NCC12CC(CN1Cc1ccccc1)C2)c1ccc(Cl)c(C(F)(F)F)c1,0.0
160,Cc1cccc2c(-c3cc(=N)[nH]c(=N)[nH]3)c[nH]c12,0.0
161,FC(F)(F)c1cccc2c1-c1ccccc1[I+]2,1.0
162,CC1(O)CCC2CC1OOC2(C)CS(=O)(=O)c1ccccc1,1.0
163,COc1cc2c(cc1OC)-c1cc3c(OC)c(OC)ccc3c[n+]1CC2,0.0
164,c1ccc(C(c2ccccc2)N2CCN(c3nn4cnnc4c4ccccc34)CC2)cc1,0.0
165,CC(=O)c1c(C)nc(SCC(=O)Nc2ccc(OCc3ccccc3)cc2)n1-c1ccc(F)cc1,1.0
166,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(CCCNC(=S)Nc2cccc(-c3ccccc3)c2OC)C(C)C(O)C1(C)O,1.0
167,CC(C)(C)c1ccc2c(c1)C1OC(COCc3ccccc3)C(OCc3ccccc3)C(OCc3ccccc3)C1CS2(=O)=O,1.0
168,O=C(Nc1ccc(N2CCCCC2)c(Cl)c1)c1ccc(Br)o1,1.0
169,COc1cc(OC)c2c(O)c3c(c(-c4c(OC)cc(OC)c5c(O)c6c(cc45)C(O)C(C)OC6)c2c1)C(O)C(C)OC3,0.0
170,Clc1ccc2c(=NCCCNCCCN=c3cc[nH]c4cc(Cl)ccc34)cc[nH]c2c1,1.0
171,CCOc1c(Cl)cc(CNC(C)C(O)c2ccccc2)cc1OC,0.0
172,Cc1cc([N+](=O)[O-])ccc1OP1(=S)NCCCO1,0.0
173,COC1OC2(c3ccc(F)cc3)CCCC3CCCCC31OO2,1.0
174,O=C(NCCCN=c1[nH]c2ccccc2[nH]1)c1ccc2c(c1)CCO2,0.0
175,CCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)NCCCCCCCCCCCC(=O)NC(CCCCN)C(=O)O,1.0
176,Cc1ccc(CN(Cc2ccccn2)C2CC(C)(C)NC(C)(C)C2)s1,1.0
177,CN=c1[nH]c(=Nc2ccc(N=c3cc[nH]c4cc(Cl)ccc34)cc2)[nH]c(=Nc2ccccc2C)[nH]1,1.0
178,CCCCn1c(-c2ccc(F)cc2)c(-c2ccccc2)c(C(=O)Nc2ccccc2)c1C(C)C,0.0
179,CNC(Cc1ccccc1)C(=O)N(C)C(Cc1ccccc1)C(=O)N(C)C(Cc1ccccc1)C(=O)N(C)C(Cc1ccccc1)C(=O)N(C)C(Cc1ccccc1)C(=O)NCCc1ccccc1,1.0
180,CC(C)C(=O)OC1C=CC23c4cc5c(cc4CN(CC2OC(=O)C(C)C)C3C1)OCO5,0.0
181,COc1ccc2[nH]c3c(c2c1)CC(C(=O)O)NC3c1ccc(OC)c(CN2CCN(c3ccccc3F)CC2)c1,0.0
182,CN1CCC(NCc2cccc(-c3ccc(S(=O)(=O)NCc4ccccc4)cc3)c2)CC1,0.0
183,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.0
184,COc1ccc(C2OC34CC(c5ccccc5)(c5ccccc5)OC(=O)C3=CC2(C)OO4)cc1,0.0
185,OC1OC(CSC(F)(F)F)C(O)C1O,0.0
186,OCCCCCN=c1[nH]ccc(=NCCCN=c2cc[nH]c3cc(Cl)ccc23)[nH]1,1.0
187,CC(O)CN1CCC(CN(C)Cc2cc(F)cc3cccnc23)CC1,0.0
188,CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1cc2ccccc2nc1N1CCOCC1,0.0
189,CCCCCCCCCCCC(=O)NCCc1cc(Br)c(O)c(Br)c1,0.0
190,COc1ccc(C(=O)C=Cc2ccc(CN3CCCC3)c(O)c2)cc1,0.0
191,COc1cc(OC)c(-c2ccc(O)cc2)c2c1CNC(C)(C)C2,0.0
192,COc1ccc(C(=O)C=Cc2ccccc2OCc2cn(CC(O)COc3c(C)sc(O)c3C)nn2)c(OC)c1,0.0
193,CCCCCC(=O)c1c(O)cc(O)c2c1OC1=C(C(=O)C(C)(C)C(=O)C1(C)C)C2CC(C)C,1.0
194,CNC(=O)C1CC(NCc2cc(OC)c(OC)c(OC)c2)CN1CC(c1ccccc1)c1ccccc1,0.0
195,CC(=O)OC(C(=O)OCCN=c1cc[nH]c2cc(Cl)ccc12)C(NC(=O)c1ccccc1)c1ccccc1,1.0
196,O=C1N=c2ccccc2=C1CC(=O)c1ccc(F)cc1,1.0
197,CSc1nncc(-c2cnnc(OCCN(C)C)n2)n1,1.0
198,Clc1ccc2c(=NCCN(CCC34CC5CC(CC(C5)C3)C4)CCC34CC5CC(CC(C5)C3)C4)cc[nH]c2c1,1.0
199,COc1ccc(NC(=S)NCCCN=c2cc[nH]c3cc(Cl)ccc23)cc1,1.0
200,O=C(O)C1C2CCC(O2)C1C(=O)Nc1cccc(I)c1,0.0
201,COc1ccc2c(c1)[n+]([O-])c(C#N)c(-c1ccco1)[n+]2[O-],1.0
202,c1ccc(CN2CCC3(CC2)OOC2(O3)C3CC4CC(C3)CC2C4)cc1,1.0
203,C[S+]([O-])c1ccc(-c2ccc3ncc(-c4ccc([S+](C)[O-])cc4)n3n2)cc1,1.0
204,COC1c2cc(OC(C)=O)c(OC(C)=O)cc2OC2(C)CCC3C(C)(C)CCCC3(C)C12,0.0
205,CNS(=O)(=O)c1cccc(C(C)NCc2ccccc2OC)c1,1.0
206,CCC(C)C1NC(=O)C(Cc2cn(OC)c3ccccc23)NC(=O)C(CCCCCC=O)NC(=O)C2CCCCN2CC1=O,1.0
207,O=C1C(=O)c2c(c(O)c3c(O)c(O)c(O)c(Br)c3c2O)C(Br)C1=O,0.0
208,COc1ccc(-c2no[nH]c2=NC(=O)c2cccc(C)c2)cc1OC,1.0
209,CC(C)(C)NC(=O)CN(Cc1ccc(C(O)=NO)cc1)C(=O)c1cccc2ccccc12,1.0
210,CCN(CC)Cc1c(O)ccc2c1OC(=Cc1ccccc1)C2=O,0.0
211,O=C(CCc1nc2ccccc2[nH]1)NCCCN=c1cc[nH]c2cc(Cl)ccc12,1.0
212,ON=C(O)c1cnc(N2CCC3(CN(Cc4cccc5cccnc45)C3)C2)nc1,1.0
213,O=[PH](=O)(O)CC(c1ccncc1)[PH](=O)(=O)O,0.0
214,COc1ccc(N=Nc2c(O)n(Cc3cn(CC4OC5OC(C)(C)OC5C4O)nn3)c3ccccc23)cc1,0.0
215,Clc1ccc2c(=NCCN3CCN(c4nc(=Nc5ccccc5)[nH]c(=Nc5ccccc5)[nH]4)CC3)cc[nH]c2c1,1.0
216,Cc1c(CCO)sc[n+]1CCOc1ccc(Cc2ccc(OCC[n+]3csc(CCO)c3C)cc2)cc1,1.0
217,[O-][N+]12CCCCC=CCCC3(O)C=CC(CC1)C1(CC4C=CCCCC[N+]4([O-])C31)C2,1.0
218,CC1(CO)C=C2C(=O)C(C)(C)C(=O)C(C)(C)C2(O)OO1,0.0
219,CC(=O)NCCCN1CCN(CCCN=c2cc[nH]c3cc(Cl)ccc23)CC1,1.0
220,Nc1ccc2oc(-c3cccc(C(F)(F)F)c3)c(O)c(=O)c2c1,0.0
221,COc1cc2[nH]c(N3CC(C)CC(C)C3)nc(=NC3CCN(Cc4ccccc4)CC3)c2cc1OC,1.0
222,CCOc1c(Br)cc(-c2c(CC)[nH]c(=N)[nH]c2=N)cc1Br,0.0
223,CCN1CCCN(S(=O)(=O)c2cc3ccccc3o2)CC1,1.0
224,CC(C)N=C(N)c1cccc2oc(Cc3cc4c(C(=N)NC(C)C)cccc4o3)cc12,1.0
225,Cc1cc(CCC(=O)O)c2c(c1)COB2O,1.0
226,O=C(Cn1c(-c2ccccn2)nc2ccccc21)c1ccccc1[N+](=O)[O-],0.0
227,Oc1ccc(Br)cc1CN1CCN(Cc2ccc(Cl)cc2)CC1,0.0
228,COc1cc(NC(C)CCCNC(=O)c2c(C)[n+]([O-])c3ccc(OC)cc3[n+]2[O-])c2ncccc2c1,0.0
229,COc1ccc(C2CC(c3ccc(OCc4cn(CCN=c5cc[nH]c6cc(Cl)ccc56)nn4)cc3)=NN2C(C)=O)cc1,1.0
230,COc1cc(NC(C)CCCN2C(=O)CN(C(=O)C(N)Cc3ccccc3)C2(C)C)c2ncccc2c1,0.0
231,O=C(NCc1ccc(F)cc1)C(=Cc1ccccc1)C(O)=NO,0.0
232,CC1CCC2C(CC#N)C(=O)OC3OC4(C)CCC1C32OO4,1.0
233,COc1ccc(C=NN=c2c3c([nH]c4ccccc24)CCCC3)cc1,0.0
234,CCCCc1cc(=O)oc2cc(C)cc(OC(C(=O)N3Cc4[nH]c5ccccc5c4CC3C(=O)OC)C(C)C)c12,1.0
235,CNC(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C)C(=O)NCCc1ccccc1,0.0
236,O=c1cc(-c2cnn(Cc3ccc(C(F)(F)F)nc3)c2)[nH]c2ccccc12,1.0
237,COc1ccc(C=C(Oc2ccc(C=NN=c3cc[nH]c4cc(Cl)ccc34)cc2)C(=O)c2ccc(Cl)cc2)cc1,1.0
238,CC(C)c1ccc(CNCC(O)c2ccccc2)cc1,0.0
239,Cc1c(O)c(C)c2c(c1O)C(=O)CC(c1ccccc1)O2,0.0
240,CCC(=O)Nc1cccc2c1[nH]c1c(C3=CC4(O)CCC=CCCCCN5CCC3C3(CC6C=CCCCCN6C43)C5)nccc12,1.0
